sample no	grandparent	Acc. human 1	Acc. human 2	Acc. GPT2-xl	definition-context	model match score	aligned together	synset	definition	context word	context	correct context word	correct context	
19	ability.n.02	1.00	0.62	0.12	1-6	-19.9	True	invention.n.01	the creation of something in the mind	brains	At the end of the half-hour , racking his <XXX> , thinking over and over again of Kitti , her friends , her past , he left the bedroom .	invention	Thus , 1745 corresponded to the <XXX> of the `` Leiden '' jar by Kleist , 1764 that of the electrophorus by Wilcke , 1782 produced the condenser of Volta , and 1801 the voltaic pile .
19	ability.n.02	1.00	0.62	0.12	2-2	-46.6	False	art.n.03	a superior skill that you can learn by study and practice and observation	art	Except for a rich friendship with the painter , Chauncey Ryder who gave him the only professional instruction he ever had - and this was limited to a few lessons , though the two <XXX>ists often went on painting trips together - Roy developed his <XXX> by himself .	art	Except for a rich friendship with the painter , Chauncey Ryder who gave him the only professional instruction he ever had - and this was limited to a few lessons , though the two <XXX>ists often went on painting trips together - Roy developed his <XXX> by himself .
19	ability.n.02	1.00	0.62	0.12	2-8	-49.0	True	art.n.03	a superior skill that you can learn by study and practice and observation	methods	On the one side we have the university professors and their students , trained in Teutonic <XXX> of research , who have sought out , collected and studied the true products of the oral traditions of the ethnic , regional and occupational groups that make up this nation .	art	Except for a rich friendship with the painter , Chauncey Ryder who gave him the only professional instruction he ever had - and this was limited to a few lessons , though the two <XXX>ists often went on painting trips together - Roy developed his <XXX> by himself .
19	ability.n.02	1.00	0.62	0.12	4-2	-74.2	True	volition.n.01	the capability of conscious choice and decision and intention; - George Meredith	art	Except for a rich friendship with the painter , Chauncey Ryder who gave him the only professional instruction he ever had - and this was limited to a few lessons , though the two <XXX>ists often went on painting trips together - Roy developed his <XXX> by himself .	will	Regardless of rights and wrongs , a population and an area appropriate to a pre World War I , great power have been , following conquest , ruled against their <XXX> by a neighboring people , and have had imposed upon them social and economic controls they dislike .
19	ability.n.02	1.00	0.62	0.12	4-4	-77.1	False	volition.n.01	the capability of conscious choice and decision and intention; - George Meredith	will	Regardless of rights and wrongs , a population and an area appropriate to a pre World War I , great power have been , following conquest , ruled against their <XXX> by a neighboring people , and have had imposed upon them social and economic controls they dislike .	will	Regardless of rights and wrongs , a population and an area appropriate to a pre World War I , great power have been , following conquest , ruled against their <XXX> by a neighboring people , and have had imposed upon them social and economic controls they dislike .
19	ability.n.02	1.00	0.62	0.12	5-5	-28.8	False	memory.n.03	the power of retaining and recalling past experience	memory	He was oblivious of the form of the object actually being viewed , precisely because he could not assign it to a visual shape , already learned and held in visual <XXX> , as persons of normal vision do .	memory	He was oblivious of the form of the object actually being viewed , precisely because he could not assign it to a visual shape , already learned and held in visual <XXX> , as persons of normal vision do .
19	ability.n.02	1.00	0.62	0.12	5-7	-27.7	True	memory.n.03	the power of retaining and recalling past experience	senses	By `` image '' is meant not only a visual presentation , but also remembered sensations of any of the five <XXX> plus the feelings which are immediately conjoined therewith .	memory	He was oblivious of the form of the object actually being viewed , precisely because he could not assign it to a visual shape , already learned and held in visual <XXX> , as persons of normal vision do .
19	ability.n.02	1.00	0.62	0.12	6-4	-16.9	True	brain.n.02	mental ability	will	Regardless of rights and wrongs , a population and an area appropriate to a pre World War I , great power have been , following conquest , ruled against their <XXX> by a neighboring people , and have had imposed upon them social and economic controls they dislike .	brains	At the end of the half-hour , racking his <XXX> , thinking over and over again of Kitti , her friends , her past , he left the bedroom .
19	ability.n.02	1.00	0.62	0.12	6-6	-18.0	False	brain.n.02	mental ability	brains	At the end of the half-hour , racking his <XXX> , thinking over and over again of Kitti , her friends , her past , he left the bedroom .	brains	At the end of the half-hour , racking his <XXX> , thinking over and over again of Kitti , her friends , her past , he left the bedroom .
19	ability.n.02	1.00	0.62	0.12	7-5	-25.3	True	sense.n.03	the faculty through which the external world is apprehended	memory	He was oblivious of the form of the object actually being viewed , precisely because he could not assign it to a visual shape , already learned and held in visual <XXX> , as persons of normal vision do .	senses	By `` image '' is meant not only a visual presentation , but also remembered sensations of any of the five <XXX> plus the feelings which are immediately conjoined therewith .
19	ability.n.02	1.00	0.62	0.12	7-7	-27.8	False	sense.n.03	the faculty through which the external world is apprehended	senses	By `` image '' is meant not only a visual presentation , but also remembered sensations of any of the five <XXX> plus the feelings which are immediately conjoined therewith .	senses	By `` image '' is meant not only a visual presentation , but also remembered sensations of any of the five <XXX> plus the feelings which are immediately conjoined therewith .
19	ability.n.02	1.00	0.62	0.12	8-1	-87.5	True	method.n.01	a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)	invention	Thus , 1745 corresponded to the <XXX> of the `` Leiden '' jar by Kleist , 1764 that of the electrophorus by Wilcke , 1782 produced the condenser of Volta , and 1801 the voltaic pile .	methods	On the one side we have the university professors and their students , trained in Teutonic <XXX> of research , who have sought out , collected and studied the true products of the oral traditions of the ethnic , regional and occupational groups that make up this nation .
19	ability.n.02	1.00	0.62	0.12	8-8	-88.6	False	method.n.01	a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)	methods	On the one side we have the university professors and their students , trained in Teutonic <XXX> of research , who have sought out , collected and studied the true products of the oral traditions of the ethnic , regional and occupational groups that make up this nation .	methods	On the one side we have the university professors and their students , trained in Teutonic <XXX> of research , who have sought out , collected and studied the true products of the oral traditions of the ethnic , regional and occupational groups that make up this nation .
